mir,disease
hsa-mir-155,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-155,Lymphoma
hsa-mir-106b,Endometrial Neoplasms
hsa-mir-106b,Barrett Esophagus
hsa-mir-106b,"Infertility, Male"
hsa-mir-106b,"Carcinoma, Hepatocellular"
hsa-mir-106b,Giant Cell Tumor of Bone
hsa-mir-106b,"Carcinoma, Renal Cell"
hsa-mir-106b,Neoplasm Invasiveness
hsa-mir-106b,Colonic Neoplasms
hsa-mir-106b,Atrial Fibrillation
hsa-mir-106b,"Purpura, Thrombocytopenic, Idiopathic"
hsa-mir-106b,"Thyroid Cancer, Papillary"
hsa-mir-106b,Thyroid Neoplasms
hsa-mir-106b,Stomach Neoplasms
hsa-mir-106b,Endometriosis
hsa-mir-106b,Seizures
hsa-mir-106b,Retinoblastoma
hsa-mir-106b,Retinal Neovascularization
hsa-mir-106b,Osteosarcoma
hsa-mir-106b,Cardiomegaly
hsa-mir-106b,Triple Negative Breast Neoplasms
hsa-mir-106b,"Epilepsy, Temporal Lobe"
hsa-mir-106b,Esophageal Neoplasms
hsa-mir-106b,"Rhinitis, Allergic"
hsa-mir-106b,Hepatitis B
hsa-mir-106b,Acute Kidney Injury
hsa-mir-106b,Adenocarcinoma
hsa-mir-106b,Cerebellar Neoplasms
hsa-mir-106b,"Neoplasm Recurrence, Local"
hsa-mir-106b,Bile Duct Neoplasms
hsa-mir-106b,Pancreatic Neoplasms
hsa-mir-106b,Carcinogenesis
hsa-mir-106b,Colorectal Neoplasms
hsa-mir-106b,Adenoma
hsa-mir-106b,"Arthritis, Rheumatoid"
hsa-mir-106b,Neuroblastoma
hsa-mir-106b,Bone Resorption
hsa-mir-106b,Glioma
hsa-mir-106b,Kidney Neoplasms
hsa-mir-106b,Osteoporosis
hsa-mir-106b,Neoplasm Metastasis
hsa-mir-106b,Skin Neoplasms
hsa-mir-106b,Asthma
hsa-mir-106b,Diabetic Retinopathy
hsa-mir-106b,Melanoma
hsa-mir-106b,Lung Neoplasms
hsa-mir-106b,"Carcinoma, Squamous Cell"
hsa-mir-106b,Bone Neoplasms
hsa-mir-106b,Ovarian Neoplasms
hsa-mir-106b,Liver Neoplasms
hsa-mir-106b,Pituitary Neoplasms
hsa-mir-106b,"Arthritis, Experimental"
hsa-mir-106b,Uterine Cervical Neoplasms
hsa-mir-106b,"Cell Transformation, Neoplastic"
hsa-mir-106b,Choroidal Neovascularization
hsa-mir-106b,Glioblastoma
hsa-mir-106b,Squamous Cell Carcinoma of Head and Neck
hsa-mir-106b,Lymphatic Metastasis
hsa-mir-106b,Medulloblastoma
hsa-mir-106b,Retinopathy of Prematurity
hsa-mir-106b,Osteoarthritis
hsa-mir-106b,Retinal Neoplasms
hsa-mir-106b,Sezary Syndrome
hsa-mir-106b,Eye Burns
hsa-mir-106b,Cerebral Hemorrhage
hsa-mir-106b,Adenocarcinoma of Lung
hsa-mir-106b,"Leukemia, Myeloid"
hsa-mir-106b,Cholesteatoma
hsa-mir-106b,Myocardial Reperfusion Injury
hsa-mir-106b,Prostatic Neoplasms
hsa-mir-106b,Parkinsonian Disorders
hsa-mir-106b,Breast Neoplasms
hsa-mir-106b,Pulmonary Fibrosis
hsa-mir-106b,Mouth Neoplasms
hsa-mir-106b,Alzheimer Disease
hsa-mir-106b,"Mammary Neoplasms, Experimental"
hsa-mir-106b,"Neoplasms, Glandular and Epithelial"
hsa-mir-106b,Cholangiocarcinoma
hsa-mir-106b,Esophageal Squamous Cell Carcinoma
hsa-mir-106b,Precancerous Conditions
hsa-mir-106b,Osteolysis
hsa-mir-106b,Brain Neoplasms
hsa-mir-106b,Multiple Myeloma
hsa-mir-106b,Myocardial Infarction
hsa-mir-106b,Mycosis Fungoides
hsa-mir-106b,Laryngeal Neoplasms
hsa-mir-106b,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-106b,Macular Degeneration
hsa-mir-29c,Endometrial Neoplasms
hsa-mir-29c,"Carcinoma, Hepatocellular"
hsa-mir-29c,"Heart Defects, Congenital"
hsa-mir-29c,Meningeal Neoplasms
hsa-mir-29c,"Carcinoma, Renal Cell"
hsa-mir-29c,Neoplasm Invasiveness
hsa-mir-29c,Kidney Diseases
hsa-mir-29c,Colonic Neoplasms
hsa-mir-29c,"Carcinoma, Pancreatic Ductal"
hsa-mir-29c,Stomach Neoplasms
hsa-mir-29c,Endometriosis
hsa-mir-29c,"Neoplasms, Squamous Cell"
hsa-mir-29c,Nevus
hsa-mir-29c,Osteosarcoma
hsa-mir-29c,Hyperglycemia
hsa-mir-29c,"Infarction, Middle Cerebral Artery"
hsa-mir-29c,Esophageal Neoplasms
hsa-mir-29c,Uterine Neoplasms
hsa-mir-29c,Hepatitis B
hsa-mir-29c,Nasopharyngeal Neoplasms
hsa-mir-29c,Adenocarcinoma
hsa-mir-29c,"Diabetes Mellitus, Type 1"
hsa-mir-29c,Cerebellar Neoplasms
hsa-mir-29c,"Neoplasm Recurrence, Local"
hsa-mir-29c,MPTP Poisoning
hsa-mir-29c,Cataract
hsa-mir-29c,"Liver Neoplasms, Experimental"
hsa-mir-29c,Pancreatic Neoplasms
hsa-mir-29c,Carcinogenesis
hsa-mir-29c,Colorectal Neoplasms
hsa-mir-29c,Neuroblastoma
hsa-mir-29c,Brain Ischemia
hsa-mir-29c,Diabetes Mellitus
hsa-mir-29c,Glioma
hsa-mir-29c,Leiomyoma
hsa-mir-29c,Hematologic Neoplasms
hsa-mir-29c,Kidney Neoplasms
hsa-mir-29c,Neoplasm Metastasis
hsa-mir-29c,Skin Neoplasms
hsa-mir-29c,Asthma
hsa-mir-29c,Diabetic Retinopathy
hsa-mir-29c,Liver Cirrhosis
hsa-mir-29c,Melanoma
hsa-mir-29c,Lung Neoplasms
hsa-mir-29c,"Carcinoma, Squamous Cell"
hsa-mir-29c,Bone Neoplasms
hsa-mir-29c,Ovarian Neoplasms
hsa-mir-29c,Liver Neoplasms
hsa-mir-29c,"Neoplasms, Radiation-Induced"
hsa-mir-29c,Urinary Bladder Neoplasms
hsa-mir-29c,Depressive Disorder
hsa-mir-29c,"Diabetes Mellitus, Experimental"
hsa-mir-29c,Neurofibromatosis 1
hsa-mir-29c,"Cell Transformation, Neoplastic"
hsa-mir-29c,Glioblastoma
hsa-mir-29c,Squamous Cell Carcinoma of Head and Neck
hsa-mir-29c,Lymphatic Metastasis
hsa-mir-29c,Medulloblastoma
hsa-mir-29c,Leukemia
hsa-mir-29c,"Jaundice, Obstructive"
hsa-mir-29c,"Influenza, Human"
hsa-mir-29c,Adenocarcinoma of Lung
hsa-mir-29c,Gallbladder Neoplasms
hsa-mir-29c,"Diabetes Mellitus, Type 2"
hsa-mir-29c,Biliary Atresia
hsa-mir-29c,"Leukemia, Myeloid, Acute"
hsa-mir-29c,Prostatic Neoplasms
hsa-mir-29c,Diabetic Nephropathies
hsa-mir-29c,Meningioma
hsa-mir-29c,Oral Submucous Fibrosis
hsa-mir-29c,Breast Neoplasms
hsa-mir-29c,Cholestasis
hsa-mir-29c,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-29c,Leukemic Infiltration
hsa-mir-29c,Alzheimer Disease
hsa-mir-29c,Nasopharyngeal Carcinoma
hsa-mir-29c,"Carcinoma, Ovarian Epithelial"
hsa-mir-29c,Idiopathic Pulmonary Fibrosis
hsa-mir-29c,Encephalitis
hsa-mir-29c,Brain Neoplasms
hsa-mir-29c,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-29c,Head and Neck Neoplasms
hsa-mir-29c,Nerve Sheath Neoplasms
hsa-mir-29c,Carcinoma
hsa-mir-29c,Urinary Bladder Neck Obstruction
hsa-mir-29c,Stroke
hsa-mir-29c,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-200a,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-200a,Endometrial Neoplasms
hsa-mir-200a,Papillomavirus Infections
hsa-mir-200a,Atherosclerosis
hsa-mir-200a,Epstein-Barr Virus Infections
hsa-mir-200a,"Carcinoma, Hepatocellular"
hsa-mir-200a,Meningeal Neoplasms
hsa-mir-200a,"Carcinoma, Renal Cell"
hsa-mir-200a,Neoplasm Invasiveness
hsa-mir-200a,Colonic Neoplasms
hsa-mir-200a,"Thyroid Carcinoma, Anaplastic"
hsa-mir-200a,Thyroid Neoplasms
hsa-mir-200a,Peritoneal Neoplasms
hsa-mir-200a,Stomach Neoplasms
hsa-mir-200a,Endometriosis
hsa-mir-200a,Retinoblastoma
hsa-mir-200a,"Cystadenocarcinoma, Serous"
hsa-mir-200a,Osteosarcoma
hsa-mir-200a,Cardiomegaly
hsa-mir-200a,Triple Negative Breast Neoplasms
hsa-mir-200a,"Neoplasms, Basal Cell"
hsa-mir-200a,Pressure Ulcer
hsa-mir-200a,Wilms Tumor
hsa-mir-200a,Esophageal Neoplasms
hsa-mir-200a,Hirschsprung Disease
hsa-mir-200a,Nasopharyngeal Neoplasms
hsa-mir-200a,Adenocarcinoma
hsa-mir-200a,"Respiratory Distress Syndrome, Newborn"
hsa-mir-200a,"Hypertension, Pregnancy-Induced"
hsa-mir-200a,Brain Injuries
hsa-mir-200a,Pancreatic Neoplasms
hsa-mir-200a,Carcinogenesis
hsa-mir-200a,Colorectal Neoplasms
hsa-mir-200a,Neuroblastoma
hsa-mir-200a,Brain Ischemia
hsa-mir-200a,Glioma
hsa-mir-200a,Leiomyoma
hsa-mir-200a,Reperfusion Injury
hsa-mir-200a,Kidney Neoplasms
hsa-mir-200a,Neoplasm Metastasis
hsa-mir-200a,Skin Neoplasms
hsa-mir-200a,Asthma
hsa-mir-200a,Diabetic Retinopathy
hsa-mir-200a,Liver Cirrhosis
hsa-mir-200a,Melanoma
hsa-mir-200a,Lung Neoplasms
hsa-mir-200a,Bone Neoplasms
hsa-mir-200a,"Carcinoma, Squamous Cell"
hsa-mir-200a,Ovarian Neoplasms
hsa-mir-200a,Liver Neoplasms
hsa-mir-200a,Pterygium
hsa-mir-200a,Urinary Bladder Neoplasms
hsa-mir-200a,Uterine Cervical Neoplasms
hsa-mir-200a,"Diabetes Mellitus, Experimental"
hsa-mir-200a,"Cell Transformation, Neoplastic"
hsa-mir-200a,Sepsis
hsa-mir-200a,Retinal Neoplasms
hsa-mir-200a,Osteoarthritis
hsa-mir-200a,"Carcinoma, Endometrioid"
hsa-mir-200a,Adenocarcinoma of Lung
hsa-mir-200a,Peritoneal Fibrosis
hsa-mir-200a,Myocardial Reperfusion Injury
hsa-mir-200a,"Obstetric Labor, Premature"
hsa-mir-200a,Prostatic Neoplasms
hsa-mir-200a,Diabetic Nephropathies
hsa-mir-200a,Meningioma
hsa-mir-200a,Breast Neoplasms
hsa-mir-200a,Alzheimer Disease
hsa-mir-200a,Nasopharyngeal Carcinoma
hsa-mir-200a,"Neoplasms, Glandular and Epithelial"
hsa-mir-200a,"Carcinoma, Ovarian Epithelial"
hsa-mir-200a,Idiopathic Pulmonary Fibrosis
hsa-mir-200a,Esophageal Squamous Cell Carcinoma
hsa-mir-200a,Myocardial Ischemia
hsa-mir-200a,Kidney Calculi
hsa-mir-200a,Gingival Overgrowth
hsa-mir-200a,Brain Neoplasms
hsa-mir-200a,Carcinoma
hsa-mir-200a,Spinal Cord Injuries
hsa-mir-200a,Stroke
hsa-mir-200a,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-130b,"Leukemia, Myeloid, Acute"
hsa-mir-130b,Kidney Neoplasms
hsa-mir-130b,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-130b,Endometrial Neoplasms
hsa-mir-130b,"Adenocarcinoma, Follicular"
hsa-mir-130b,Prostatic Neoplasms
hsa-mir-130b,Diabetic Nephropathies
hsa-mir-130b,Mycoplasma Infections
hsa-mir-130b,Skin Neoplasms
hsa-mir-130b,Thyroid Nodule
hsa-mir-130b,Neoplasm Metastasis
hsa-mir-130b,Adenocarcinoma
hsa-mir-130b,Atherosclerosis
hsa-mir-130b,Liver Cirrhosis
hsa-mir-130b,Melanoma
hsa-mir-130b,"Carcinoma, Hepatocellular"
hsa-mir-130b,Lung Neoplasms
hsa-mir-130b,"Neoplasm Recurrence, Local"
hsa-mir-130b,"Carcinoma, Squamous Cell"
hsa-mir-130b,Bone Neoplasms
hsa-mir-130b,Ovarian Neoplasms
hsa-mir-130b,Liver Neoplasms
hsa-mir-130b,Urinary Bladder Neoplasms
hsa-mir-130b,Pituitary Neoplasms
hsa-mir-130b,"Carcinoma, Renal Cell"
hsa-mir-130b,"Neoplasms, Glandular and Epithelial"
hsa-mir-130b,Neoplasm Invasiveness
hsa-mir-130b,Kidney Diseases
hsa-mir-130b,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-130b,Uterine Cervical Neoplasms
hsa-mir-130b,"Carcinoma, Pancreatic Ductal"
hsa-mir-130b,"Carcinoma, Ovarian Epithelial"
hsa-mir-130b,Polycystic Ovary Syndrome
hsa-mir-130b,"Diabetes Mellitus, Experimental"
hsa-mir-130b,Pancreatic Neoplasms
hsa-mir-130b,"Neoplasms, Experimental"
hsa-mir-130b,Carcinogenesis
hsa-mir-130b,Colorectal Neoplasms
hsa-mir-130b,Thyroid Neoplasms
hsa-mir-130b,Poultry Diseases
hsa-mir-130b,Idiopathic Pulmonary Fibrosis
hsa-mir-130b,Stomach Neoplasms
hsa-mir-130b,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-130b,Sepsis
hsa-mir-130b,Astrocytoma
hsa-mir-130b,"Cell Transformation, Neoplastic"
hsa-mir-130b,Adenoma
hsa-mir-130b,Glioblastoma
hsa-mir-130b,Esophageal Squamous Cell Carcinoma
hsa-mir-130b,Osteosarcoma
hsa-mir-130b,Squamous Cell Carcinoma of Head and Neck
hsa-mir-130b,Leiomyosarcoma
hsa-mir-130b,Medulloblastoma
hsa-mir-130b,"Lupus Erythematosus, Systemic"
hsa-mir-130b,Brain Neoplasms
hsa-mir-130b,Osteoarthritis
hsa-mir-130b,Head and Neck Neoplasms
hsa-mir-130b,Glucose Intolerance
hsa-mir-130b,Multiple Myeloma
hsa-mir-130b,"Lymphoma, T-Cell, Cutaneous"
hsa-mir-130b,Glioma
hsa-mir-130b,Esophageal Neoplasms
hsa-mir-130b,Lupus Nephritis
hsa-mir-130b,Carcinoma
hsa-mir-130b,"Carcinoma, Transitional Cell"
hsa-mir-130b,"Sarcoma, Ewing"
hsa-mir-130b,Adenocarcinoma of Lung
hsa-mir-130b,"Diabetes Mellitus, Type 2"
hsa-mir-130b,Preleukemia
hsa-mir-130b,Reperfusion Injury
hsa-mir-375,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-375,Papillomavirus Infections
hsa-mir-375,"Carcinoma, Hepatocellular"
hsa-mir-375,"Heart Defects, Congenital"
hsa-mir-375,Pancreatitis
hsa-mir-375,Adrenal Cortex Neoplasms
hsa-mir-375,Neoplasm Invasiveness
hsa-mir-375,Colonic Neoplasms
hsa-mir-375,"Carcinoma, Pancreatic Ductal"
hsa-mir-375,Chronic Limb-Threatening Ischemia
hsa-mir-375,"Thyroid Carcinoma, Anaplastic"
hsa-mir-375,Thyroid Neoplasms
hsa-mir-375,Stomach Neoplasms
hsa-mir-375,Retinoblastoma
hsa-mir-375,Osteosarcoma
hsa-mir-375,Cardiomegaly
hsa-mir-375,"Muscular Atrophy, Spinal"
hsa-mir-375,Helicobacter Infections
hsa-mir-375,Esophageal Neoplasms
hsa-mir-375,Polyomavirus Infections
hsa-mir-375,"Rhinitis, Allergic"
hsa-mir-375,"Carcinoma, Neuroendocrine"
hsa-mir-375,Maxillary Sinus Neoplasms
hsa-mir-375,Nasopharyngeal Neoplasms
hsa-mir-375,Adenocarcinoma
hsa-mir-375,Uterine Cervical Dysplasia
hsa-mir-375,Crohn Disease
hsa-mir-375,"Neoplasm Recurrence, Local"
hsa-mir-375,Pancreatic Neoplasms
hsa-mir-375,Carcinogenesis
hsa-mir-375,Colorectal Neoplasms
hsa-mir-375,Adenoma
hsa-mir-375,Tongue Neoplasms
hsa-mir-375,"Arthritis, Rheumatoid"
hsa-mir-375,Neuroblastoma
hsa-mir-375,Brain Ischemia
hsa-mir-375,Diabetes Mellitus
hsa-mir-375,Glioma
hsa-mir-375,Stevens-Johnson Syndrome
hsa-mir-375,"Neoplastic Cells, Circulating"
hsa-mir-375,"Lichen Planus, Oral"
hsa-mir-375,Small Cell Lung Carcinoma
hsa-mir-375,Rectal Neoplasms
hsa-mir-375,Inflammatory Bowel Diseases
hsa-mir-375,Reperfusion Injury
hsa-mir-375,Kidney Neoplasms
hsa-mir-375,Neoplasm Metastasis
hsa-mir-375,Skin Neoplasms
hsa-mir-375,Asthma
hsa-mir-375,Metabolic Syndrome
hsa-mir-375,Myeloproliferative Disorders
hsa-mir-375,Liver Cirrhosis
hsa-mir-375,Melanoma
hsa-mir-375,Lung Neoplasms
hsa-mir-375,"Carcinoma, Squamous Cell"
hsa-mir-375,Bone Neoplasms
hsa-mir-375,Ovarian Neoplasms
hsa-mir-375,Liver Neoplasms
hsa-mir-375,ST Elevation Myocardial Infarction
hsa-mir-375,Gastroesophageal Reflux
hsa-mir-375,Urinary Bladder Neoplasms
hsa-mir-375,Duodenogastric Reflux
hsa-mir-375,Uterine Cervical Neoplasms
hsa-mir-375,Polycystic Ovary Syndrome
hsa-mir-375,"Cell Transformation, Neoplastic"
hsa-mir-375,Sepsis
hsa-mir-375,Carcinoid Tumor
hsa-mir-375,Glioblastoma
hsa-mir-375,Squamous Cell Carcinoma of Head and Neck
hsa-mir-375,Lymphatic Metastasis
hsa-mir-375,"Osteoarthritis, Knee"
hsa-mir-375,Tumor Virus Infections
hsa-mir-375,Retinal Neoplasms
hsa-mir-375,Adenocarcinoma of Lung
hsa-mir-375,"Diabetes Mellitus, Type 2"
hsa-mir-375,Myocardial Reperfusion Injury
hsa-mir-375,Prostatic Neoplasms
hsa-mir-375,Gastrointestinal Neoplasms
hsa-mir-375,Gastrointestinal Stromal Tumors
hsa-mir-375,Breast Neoplasms
hsa-mir-375,Mouth Neoplasms
hsa-mir-375,"Carcinoma, Small Cell"
hsa-mir-375,Nasopharyngeal Carcinoma
hsa-mir-375,"Carcinoma, Papillary"
hsa-mir-375,Carotid Stenosis
hsa-mir-375,Multiple Sclerosis
hsa-mir-375,Esophageal Squamous Cell Carcinoma
hsa-mir-375,Precancerous Conditions
hsa-mir-375,Brain Neoplasms
hsa-mir-375,"Carcinoma, Merkel Cell"
hsa-mir-375,Ischemia
hsa-mir-375,Head and Neck Neoplasms
hsa-mir-375,Carcinoma
hsa-mir-375,Laryngeal Neoplasms
hsa-mir-375,Heart Failure
hsa-mir-375,Stroke
hsa-mir-375,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-338,"Leukemia, Myeloid, Acute"
hsa-mir-338,Myocardial Reperfusion Injury
hsa-mir-338,Kidney Neoplasms
hsa-mir-338,Hyperalgesia
hsa-mir-338,"Carcinoma, Adenoid Cystic"
hsa-mir-338,Prostatic Neoplasms
hsa-mir-338,"Obstetric Labor, Premature"
hsa-mir-338,Neoplasm Metastasis
hsa-mir-338,Nasopharyngeal Neoplasms
hsa-mir-338,Atherosclerosis
hsa-mir-338,Breast Neoplasms
hsa-mir-338,Coronary Disease
hsa-mir-338,Diabetic Retinopathy
hsa-mir-338,Hypopharyngeal Neoplasms
hsa-mir-338,"Carcinoma, Hepatocellular"
hsa-mir-338,Melanoma
hsa-mir-338,Lung Neoplasms
hsa-mir-338,"Neoplasm Recurrence, Local"
hsa-mir-338,Bone Neoplasms
hsa-mir-338,Venous Thrombosis
hsa-mir-338,Ovarian Neoplasms
hsa-mir-338,Liver Neoplasms
hsa-mir-338,Pemphigus
hsa-mir-338,"Carcinoma, Squamous Cell"
hsa-mir-338,Mouth Neoplasms
hsa-mir-338,Nasopharyngeal Carcinoma
hsa-mir-338,Alzheimer Disease
hsa-mir-338,Urinary Bladder Neoplasms
hsa-mir-338,"Carcinoma, Renal Cell"
hsa-mir-338,Memory Disorders
hsa-mir-338,"Neoplasms, Glandular and Epithelial"
hsa-mir-338,Salivary Gland Neoplasms
hsa-mir-338,Intervertebral Disc Degeneration
hsa-mir-338,Neoplasm Invasiveness
hsa-mir-338,Colonic Neoplasms
hsa-mir-338,Uterine Cervical Neoplasms
hsa-mir-338,"Carcinoma, Ovarian Epithelial"
hsa-mir-338,"Carcinoma, Pancreatic Ductal"
hsa-mir-338,Pancreatic Neoplasms
hsa-mir-338,"Neoplasms, Experimental"
hsa-mir-338,Carcinogenesis
hsa-mir-338,Colorectal Neoplasms
hsa-mir-338,Idiopathic Pulmonary Fibrosis
hsa-mir-338,Stomach Neoplasms
hsa-mir-338,Retinoblastoma
hsa-mir-338,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-338,Sepsis
hsa-mir-338,Glioblastoma
hsa-mir-338,Esophageal Squamous Cell Carcinoma
hsa-mir-338,"Arthritis, Rheumatoid"
hsa-mir-338,Osteosarcoma
hsa-mir-338,Squamous Cell Carcinoma of Head and Neck
hsa-mir-338,"Rhinitis, Allergic"
hsa-mir-338,Neuroblastoma
hsa-mir-338,Lymphatic Metastasis
hsa-mir-338,Neuralgia
hsa-mir-338,Cardiomegaly
hsa-mir-338,Brain Neoplasms
hsa-mir-338,Ischemia
hsa-mir-338,Osteoarthritis
hsa-mir-338,Head and Neck Neoplasms
hsa-mir-338,Fetal Growth Retardation
hsa-mir-338,Multiple Myeloma
hsa-mir-338,Glioma
hsa-mir-338,Esophageal Neoplasms
hsa-mir-338,Sciatica
hsa-mir-338,"Hepatitis B, Chronic"
hsa-mir-338,Carcinoma
hsa-mir-338,Spinal Cord Injuries
hsa-mir-338,Schizophrenia
hsa-mir-338,"Osteoporosis, Postmenopausal"
hsa-mir-338,Sciatic Neuropathy
hsa-mir-338,Adenocarcinoma of Lung
hsa-mir-338,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-335,Aortic Dissection
hsa-mir-335,Myocardial Reperfusion Injury
hsa-mir-335,"Leukemia, Myeloid, Acute"
hsa-mir-335,Kidney Neoplasms
hsa-mir-335,Endometrial Neoplasms
hsa-mir-335,Osteoporosis
hsa-mir-335,Prostatic Neoplasms
hsa-mir-335,Gastrointestinal Neoplasms
hsa-mir-335,Gastrointestinal Stromal Tumors
hsa-mir-335,Corneal Neovascularization
hsa-mir-335,Neoplasm Metastasis
hsa-mir-335,Nasopharyngeal Neoplasms
hsa-mir-335,Asthma
hsa-mir-335,Meningioma
hsa-mir-335,Breast Neoplasms
hsa-mir-335,"Carcinoma, Hepatocellular"
hsa-mir-335,Lung Neoplasms
hsa-mir-335,Bone Neoplasms
hsa-mir-335,Ovarian Neoplasms
hsa-mir-335,Liver Neoplasms
hsa-mir-335,"Depressive Disorder, Major"
hsa-mir-335,Nasopharyngeal Carcinoma
hsa-mir-335,Urinary Bladder Neoplasms
hsa-mir-335,Meningeal Neoplasms
hsa-mir-335,"Carcinoma, Renal Cell"
hsa-mir-335,Mitochondrial Diseases
hsa-mir-335,Amyotrophic Lateral Sclerosis
hsa-mir-335,Neoplasm Invasiveness
hsa-mir-335,Colonic Neoplasms
hsa-mir-335,Intervertebral Disc Degeneration
hsa-mir-335,"Carcinoma, Ovarian Epithelial"
hsa-mir-335,Uterine Cervical Neoplasms
hsa-mir-335,"Liver Neoplasms, Experimental"
hsa-mir-335,Polycystic Ovary Syndrome
hsa-mir-335,Pancreatic Neoplasms
hsa-mir-335,Neurodegenerative Diseases
hsa-mir-335,"Carcinoma, Papillary"
hsa-mir-335,Carcinogenesis
hsa-mir-335,"Thyroid Cancer, Papillary"
hsa-mir-335,Thyroid Neoplasms
hsa-mir-335,Colorectal Neoplasms
hsa-mir-335,Pre-Eclampsia
hsa-mir-335,Stomach Neoplasms
hsa-mir-335,"Cell Transformation, Neoplastic"
hsa-mir-335,Astrocytoma
hsa-mir-335,Esophageal Squamous Cell Carcinoma
hsa-mir-335,Osteosarcoma
hsa-mir-335,Osteolysis
hsa-mir-335,Lymphatic Metastasis
hsa-mir-335,Neuroblastoma
hsa-mir-335,Triple Negative Breast Neoplasms
hsa-mir-335,Brain Ischemia
hsa-mir-335,Brain Neoplasms
hsa-mir-335,Multiple Myeloma
hsa-mir-335,Leukemia
hsa-mir-335,Glioma
hsa-mir-335,Esophageal Neoplasms
hsa-mir-335,Leiomyoma
hsa-mir-335,Carcinoma
hsa-mir-335,"Fibromatosis, Gingival"
hsa-mir-335,Spinal Cord Injuries
hsa-mir-335,Uterine Neoplasms
hsa-mir-335,"Anemia, Aplastic"
hsa-mir-335,Small Cell Lung Carcinoma
hsa-mir-335,"Dermatitis, Atopic"
hsa-mir-335,Adenocarcinoma of Lung
hsa-mir-335,Gallbladder Neoplasms
hsa-mir-335,Stroke
hsa-mir-335,"Diabetes Mellitus, Type 2"
hsa-mir-335,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-424,"Leukemia, Myeloid, Acute"
hsa-mir-424,Kidney Neoplasms
hsa-mir-424,Endometrial Neoplasms
hsa-mir-424,Diabetic Nephropathies
hsa-mir-424,Prostatic Neoplasms
hsa-mir-424,Neoplasm Metastasis
hsa-mir-424,Papillomavirus Infections
hsa-mir-424,Skin Neoplasms
hsa-mir-424,Nasopharyngeal Neoplasms
hsa-mir-424,"Diabetes Mellitus, Type 1"
hsa-mir-424,Atherosclerosis
hsa-mir-424,Breast Neoplasms
hsa-mir-424,"Scleroderma, Localized"
hsa-mir-424,Carotid Artery Injuries
hsa-mir-424,Dermatomyositis
hsa-mir-424,"Carcinoma, Hepatocellular"
hsa-mir-424,Melanoma
hsa-mir-424,Lung Neoplasms
hsa-mir-424,"Neoplasm Recurrence, Local"
hsa-mir-424,"Carcinoma, Squamous Cell"
hsa-mir-424,Bone Neoplasms
hsa-mir-424,Ovarian Neoplasms
hsa-mir-424,Liver Neoplasms
hsa-mir-424,Mouth Neoplasms
hsa-mir-424,Nasopharyngeal Carcinoma
hsa-mir-424,Birt-Hogg-Dube Syndrome
hsa-mir-424,Bile Duct Neoplasms
hsa-mir-424,Urinary Bladder Neoplasms
hsa-mir-424,"Mammary Neoplasms, Experimental"
hsa-mir-424,"Carcinoma, Renal Cell"
hsa-mir-424,"Neoplasms, Glandular and Epithelial"
hsa-mir-424,"Sarcoma, Clear Cell"
hsa-mir-424,Neoplasm Invasiveness
hsa-mir-424,Colonic Neoplasms
hsa-mir-424,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-424,Cholangiocarcinoma
hsa-mir-424,Uterine Cervical Neoplasms
hsa-mir-424,"Carcinoma, Ovarian Epithelial"
hsa-mir-424,Polycystic Ovary Syndrome
hsa-mir-424,Carcinogenesis
hsa-mir-424,Colorectal Neoplasms
hsa-mir-424,Vascular Diseases
hsa-mir-424,Stomach Neoplasms
hsa-mir-424,Endometriosis
hsa-mir-424,Sepsis
hsa-mir-424,Keloid
hsa-mir-424,"Cell Transformation, Neoplastic"
hsa-mir-424,Glioblastoma
hsa-mir-424,Esophageal Squamous Cell Carcinoma
hsa-mir-424,Tongue Neoplasms
hsa-mir-424,Osteosarcoma
hsa-mir-424,Squamous Cell Carcinoma of Head and Neck
hsa-mir-424,Drug Eruptions
hsa-mir-424,Lymphatic Metastasis
hsa-mir-424,Neuroblastoma
hsa-mir-424,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-424,Triple Negative Breast Neoplasms
hsa-mir-424,"Hypertension, Pulmonary"
hsa-mir-424,Brain Ischemia
hsa-mir-424,Brain Neoplasms
hsa-mir-424,Head and Neck Neoplasms
hsa-mir-424,Fetal Growth Retardation
hsa-mir-424,Hyperglycemia
hsa-mir-424,"Pregnancy Complications, Neoplastic"
hsa-mir-424,"Infarction, Middle Cerebral Artery"
